u11,u21,u12,u22,theta(2),alpha(2),beta(2)
4.5,5,5.5,1.5,"(-1.37146,-1.11022e-16)","(0.68573,1.96099)","(-1.27934,1.65253)"
5.5,0.5,5.5,3,"(-1.5708,0)","(0.785398,2.05132)","(-0.165149,1.11231)"
0,6,5.5,2,"(0,0)","(0,1.70475)","(-1.24905,1.84444)"
4,1.5,6,3.5,"(-1.17601,0)","(0.588003,1.97562)","(-0.404892,1.33707)"
5.5,5.5,0.5,0,"(-2.96027,0)","(1.48014,1.70886)","(-1.5708,1.70475)"
4,1.5,6,2.5,"(-1.17601,0)","(0.588003,1.97562)","(-0.54042,1.07003)"
0.5,4.5,1,5.5,"(-0.927295,0)","(0.463648,0.111572)","(-0.68573,1.96099)"
4,4,2,1,"(-2.2143,0)","(1.10715,1.49787)","(-1.32582,1.41661)"
4,1.5,6,2,"(-1.17601,0)","(0.588003,1.97562)","(-0.643501,0.916291)"
4,1.5,6,0.5,"(-1.17601,0)","(0.588003,1.97562)","(-1.24905,0.458145)"
4.5,5.5,2.5,6,"(-2.1274,0)","(1.0637,1.63857)","(-0.741947,2.09672)"
0,3,5.5,3,"(0,0)","(0,1.70475)","(-0.785398,1.44519)"
4,1.5,5.5,6,"(-1.25759,0)","(0.628796,1.91703)","(-0.244979,1.82207)"
4,2.5,3.5,4,"(-1.70393,0)","(0.851966,1.67055)","(-0.558599,1.55117)"
4,1.5,5.5,4,"(-1.25759,0)","(0.628796,1.91703)","(-0.358771,1.45208)"
4,1.5,5.5,3.5,"(-1.25759,0)","(0.628796,1.91703)","(-0.404892,1.33707)"
4,1.5,5.5,1.5,"(-1.25759,0)","(0.628796,1.91703)","(-0.785398,0.752039)"
0,0.5,5.5,4,"(0,0)","(0,1.70475)","(-0.124355,1.39405)"
1.5,1,2.5,0,"(-1.08084,0)","(0.54042,1.07003)","(-1.5708,0)"
4,1.5,5.5,0,"(-1.25759,0)","(0.628796,1.91703)","(-1.5708,0.405465)"
4,1.5,5,4.5,"(-1.34948,-1.11022e-16)","(0.674741,1.85679)","(-0.321751,1.55676)"
4,0.5,3.5,0.5,"(-1.70393,0)","(0.851966,1.67055)","(-0.785398,-0.346574)"
4,1.5,5,4,"(-1.34948,-1.11022e-16)","(0.674741,1.85679)","(-0.358771,1.45208)"
3,5.5,0,0.5,"(-3.14159,0)","(1.5708,1.09861)","(-1.48014,1.70886)"
4,1.5,5,2,"(-1.34948,-1.11022e-16)","(0.674741,1.85679)","(-0.643501,0.916291)"
3.5,3.5,6,2.5,"(-1.05615,-1.11022e-16)","(0.528074,1.9382)","(-0.950547,1.45889)"
4,2.5,0.5,0.5,"(-2.89288,0)","(1.44644,1.39405)","(-1.3734,0.935901)"
4,1.5,5,1.5,"(-1.34948,-1.11022e-16)","(0.674741,1.85679)","(-0.785398,0.752039)"
3.5,2.5,3,1,"(-1.72434,0)","(0.86217,1.52818)","(-1.19029,0.990501)"
5.5,3,4.5,2.5,"(-1.77013,-1.11022e-16)","(0.885067,1.96099)","(-0.876058,1.36229)"
4,1.5,5,1,"(-1.34948,-1.11022e-16)","(0.674741,1.85679)","(-0.982794,0.589327)"
4,1.5,5,0.5,"(-1.34948,-1.11022e-16)","(0.674741,1.85679)","(-1.24905,0.458145)"
6,0,3,1.5,"(-2.2143,0)","(1.10715,1.90333)","(0,0.405465)"
4,1.5,4.5,6,"(-1.45328,0)","(0.726642,1.79522)","(-0.244979,1.82207)"
4,1.5,4.5,5.5,"(-1.45328,0)","(0.726642,1.79522)","(-0.266252,1.74062)"
6,5,4,3,"(-1.96559,0)","(0.982794,1.97562)","(-1.03038,1.76318)"
3.5,4,4.5,3.5,"(-1.32209,0)","(0.661043,1.74062)","(-0.851966,1.67055)"
4,1.5,4.5,4.5,"(-1.45328,0)","(0.726642,1.79522)","(-0.321751,1.55676)"
4,1.5,4.5,4,"(-1.45328,0)","(0.726642,1.79522)","(-0.358771,1.45208)"
4,1.5,4.5,2.5,"(-1.45328,0)","(0.726642,1.79522)","(-0.54042,1.07003)"
1.5,5,1,4.5,"(-1.96559,0)","(0.982794,0.589327)","(-0.837981,1.9061)"
4,1.5,4.5,1.5,"(-1.45328,0)","(0.726642,1.79522)","(-0.785398,0.752039)"
4,1.5,4,5,"(-1.5708,0)","(0.785398,1.73287)","(-0.291457,1.65253)"
4,1.5,4,4,"(-1.5708,0)","(0.785398,1.73287)","(-0.358771,1.45208)"
4,1.5,4,3.5,"(-1.5708,0)","(0.785398,1.73287)","(-0.404892,1.33707)"
2,2.5,0.5,3.5,"(-2.65164,0)","(1.32582,0.723459)","(-0.620249,1.45889)"
4,1.5,4,2.5,"(-1.5708,0)","(0.785398,1.73287)","(-0.54042,1.07003)"
4.5,3,1.5,1.5,"(-2.49809,0)","(1.24905,1.55676)","(-1.10715,1.21018)"
4,1.5,4,1.5,"(-1.5708,0)","(0.785398,1.73287)","(-0.785398,0.752039)"
5,5,0.5,3,"(-2.94226,-1.11022e-16)","(1.47113,1.61441)","(-1.03038,1.76318)"
4,1.5,4,1,"(-1.5708,0)","(0.785398,1.73287)","(-0.982794,0.589327)"
6,4.5,2.5,5,"(-2.35201,0)","(1.17601,1.8718)","(-0.732815,1.9061)"
0.5,6,6,5,"(-0.166282,0)","(0.0831412,1.79522)","(-0.876058,2.05544)"
4,1.5,4,0,"(-1.5708,0)","(0.785398,1.73287)","(-1.5708,0.405465)"
4,1.5,3.5,5.5,"(-1.70393,0)","(0.851966,1.67055)","(-0.266252,1.74062)"
4,1.5,3.5,5,"(-1.70393,0)","(0.851966,1.67055)","(-0.291457,1.65253)"
4.5,0,3.5,6,"(-1.81951,0)","(0.909753,1.74062)","(0,1.79176)"
3,2,5,4,"(-1.08084,0)","(0.54042,1.76318)","(-0.463648,1.49787)"
4,1.5,3.5,3,"(-1.70393,0)","(0.851966,1.67055)","(-0.463648,1.21018)"
5.5,1.5,1,3,"(-2.78189,0)","(1.39094,1.72101)","(-0.463648,1.21018)"
4,4,5.5,3.5,"(-1.25759,0)","(0.628796,1.91703)","(-0.851966,1.67055)"
4,1.5,3.5,0,"(-1.70393,0)","(0.851966,1.67055)","(-1.5708,0.405465)"
4,1.5,3,4.5,"(-1.85459,0)","(0.927295,1.60944)","(-0.321751,1.55676)"
5,3.5,0,3.5,"(-3.14159,0)","(1.5708,1.60944)","(-0.785398,1.59934)"
5,2,2,6,"(-2.38058,0)","(1.19029,1.68365)","(-0.321751,1.84444)"
4,6,4.5,4,"(-1.45328,0)","(0.726642,1.79522)","(-0.982794,1.97562)"
4,1.5,3,4,"(-1.85459,0)","(0.927295,1.60944)","(-0.358771,1.45208)"
0,5,5.5,3.5,"(0,0)","(0,1.70475)","(-0.96007,1.80883)"
5,2.5,1,0,"(-2.7468,0)","(1.3734,1.62905)","(-1.5708,0.916291)"
4,1.5,3,3,"(-1.85459,0)","(0.927295,1.60944)","(-0.463648,1.21018)"
4,1.5,3,2,"(-1.85459,0)","(0.927295,1.60944)","(-0.643501,0.916291)"
6,5.5,5.5,5,"(-1.6577,0)","(0.828849,2.09672)","(-0.832981,2.00593)"
5.5,3,2,3,"(-2.44405,-1.11022e-16)","(1.22203,1.76684)","(-0.785398,1.44519)"
4,1.5,3,1.5,"(-1.85459,0)","(0.927295,1.60944)","(-0.785398,0.752039)"
4.5,2,0,4.5,"(-3.14159,0)","(1.5708,1.50408)","(-0.418224,1.59421)"
4,1.5,3,1,"(-1.85459,0)","(0.927295,1.60944)","(-0.982794,0.589327)"
0,4,0,6,"(nan,nan)","(nan,-inf)","(-0.588003,1.97562)"
4,1.5,3,0.5,"(-1.85459,0)","(0.927295,1.60944)","(-1.24905,0.458145)"
4,1.5,3,0,"(-1.85459,0)","(0.927295,1.60944)","(-1.5708,0.405465)"
0.5,6,4,1.5,"(-0.24871,0)","(0.124355,1.39405)","(-1.32582,1.82207)"
5,4,5.5,0,"(-1.47563,0)","(0.737815,2.00593)","(-1.5708,1.38629)"
5,4,4.5,2,"(-1.67596,0)","(0.837981,1.9061)","(-1.10715,1.49787)"
4,1.5,2.5,5.5,"(-2.02439,0)","(1.0122,1.55117)","(-0.266252,1.74062)"
4,1.5,2.5,5,"(-2.02439,0)","(1.0122,1.55117)","(-0.291457,1.65253)"
0,0.5,1.5,6,"(0,0)","(0,0.405465)","(-0.0831412,1.79522)"
4.5,3,2,2,"(-2.30514,0)","(1.15257,1.59421)","(-0.982794,1.28247)"
3.5,5.5,1,3.5,"(-2.58499,0)","(1.2925,1.292)","(-1.00407,1.87475)"
4,1.5,2.5,4.5,"(-2.02439,0)","(1.0122,1.55117)","(-0.321751,1.55676)"
4,1.5,2.5,3.5,"(-2.02439,0)","(1.0122,1.55117)","(-0.404892,1.33707)"
3,0,6,0,"(-0.927295,0)","(0.463648,1.90333)","(nan,-inf)"
4,1.5,2.5,3,"(-2.02439,0)","(1.0122,1.55117)","(-0.463648,1.21018)"
4,1.5,2.5,2,"(-2.02439,0)","(1.0122,1.55117)","(-0.643501,0.916291)"
4,0.5,5.5,0.5,"(-1.25759,0)","(0.628796,1.91703)","(-0.785398,-0.346574)"
4,1.5,2.5,1.5,"(-2.02439,0)","(1.0122,1.55117)","(-0.785398,0.752039)"
4,1.5,2.5,1,"(-2.02439,0)","(1.0122,1.55117)","(-0.982794,0.589327)"
4,1.5,2.5,0.5,"(-2.02439,0)","(1.0122,1.55117)","(-1.24905,0.458145)"
5.5,0.5,3.5,2.5,"(-2.00813,0)","(1.00407,1.87475)","(-0.197396,0.935901)"
4,6,2,4,"(-2.2143,0)","(1.10715,1.49787)","(-0.982794,1.97562)"
1,4.5,0,2,"(-3.14159,0)","(1.5708,0)","(-1.15257,1.59421)"
4,1.5,2,5.5,"(-2.2143,0)","(1.10715,1.49787)","(-0.266252,1.74062)"
1.5,5,2.5,4,"(-1.08084,0)","(0.54042,1.07003)","(-0.896055,1.85679)"
4,1.5,2,5,"(-2.2143,0)","(1.10715,1.49787)","(-0.291457,1.65253)"
4,1.5,2,4,"(-2.2143,0)","(1.10715,1.49787)","(-0.358771,1.45208)"
4,1.5,2,3,"(-2.2143,0)","(1.10715,1.49787)","(-0.463648,1.21018)"
4,1.5,2,2.5,"(-2.2143,0)","(1.10715,1.49787)","(-0.54042,1.07003)"
6,5,1.5,2,"(-2.65164,0)","(1.32582,1.82207)","(-1.19029,1.68365)"
1,4,1,2.5,"(-1.5708,0)","(0.785398,0.346574)","(-1.0122,1.55117)"
4,1.5,2,1,"(-2.2143,0)","(1.10715,1.49787)","(-0.982794,0.589327)"
4,1.5,2,0,"(-2.2143,0)","(1.10715,1.49787)","(-1.5708,0.405465)"
0,2,2.5,6,"(0,0)","(0,0.916291)","(-0.321751,1.84444)"
4,1.5,1.5,6,"(-2.42405,0)","(1.21203,1.45208)","(-0.244979,1.82207)"
4,1.5,1.5,5.5,"(-2.42405,0)","(1.21203,1.45208)","(-0.266252,1.74062)"
5,2.5,3.5,4,"(-1.92014,-1.11022e-16)","(0.96007,1.80883)","(-0.558599,1.55117)"
5,1,4.5,2,"(-1.67596,0)","(0.837981,1.9061)","(-0.463648,0.804719)"
4.5,3.5,1.5,6,"(-2.49809,0)","(1.24905,1.55676)","(-0.528074,1.9382)"
4,1.5,1.5,5,"(-2.42405,0)","(1.21203,1.45208)","(-0.291457,1.65253)"
4,1.5,1.5,4.5,"(-2.42405,0)","(1.21203,1.45208)","(-0.321751,1.55676)"
4,1.5,1.5,4,"(-2.42405,0)","(1.21203,1.45208)","(-0.358771,1.45208)"
4,1.5,1.5,3.5,"(-2.42405,0)","(1.21203,1.45208)","(-0.404892,1.33707)"
4,1.5,1.5,3,"(-2.42405,0)","(1.21203,1.45208)","(-0.463648,1.21018)"
1.5,0,4.5,1.5,"(-0.643501,0)","(0.321751,1.55676)","(0,0.405465)"
4,1.5,1.5,2.5,"(-2.42405,0)","(1.21203,1.45208)","(-0.54042,1.07003)"
3.5,5,0.5,1,"(-2.8578,0)","(1.4289,1.26286)","(-1.3734,1.62905)"
4,4.5,6,6,"(-1.17601,0)","(0.588003,1.97562)","(-0.643501,2.0149)"
4,1.5,1.5,2,"(-2.42405,0)","(1.21203,1.45208)","(-0.643501,0.916291)"
4,1.5,1.5,1.5,"(-2.42405,0)","(1.21203,1.45208)","(-0.785398,0.752039)"
4,1.5,1.5,1,"(-2.42405,0)","(1.21203,1.45208)","(-0.982794,0.589327)"
1,2.5,0,4,"(-3.14159,0)","(1.5708,0)","(-0.558599,1.55117)"
4,1.5,1.5,0,"(-2.42405,0)","(1.21203,1.45208)","(-1.5708,0.405465)"
4,1.5,1,5.5,"(-2.65164,0)","(1.32582,1.41661)","(-0.266252,1.74062)"
2,3,5.5,0,"(-0.697542,-1.11022e-16)","(0.348771,1.76684)","(-1.5708,1.09861)"
0.5,0.5,0.5,5.5,"(-1.5708,0)","(0.785398,-0.346574)","(-0.0906599,1.70886)"
4,1.5,1,4,"(-2.65164,0)","(1.32582,1.41661)","(-0.358771,1.45208)"
4,1.5,1,2,"(-2.65164,0)","(1.32582,1.41661)","(-0.643501,0.916291)"
4,1.5,1,1,"(-2.65164,0)","(1.32582,1.41661)","(-0.982794,0.589327)"
0,0,1.5,1,"(0,0)","(0,0.405465)","(0,0)"
4,1.5,0.5,5.5,"(-2.89288,0)","(1.44644,1.39405)","(-0.266252,1.74062)"
4,1.5,0.5,4.5,"(-2.89288,0)","(1.44644,1.39405)","(-0.321751,1.55676)"
4,5,3.5,6,"(-1.70393,0)","(0.851966,1.67055)","(-0.694738,2.05544)"
4,1.5,0.5,3.5,"(-2.89288,0)","(1.44644,1.39405)","(-0.404892,1.33707)"
0,5,4,1,"(0,0)","(0,1.38629)","(-1.3734,1.62905)"
4,1.5,0.5,3,"(-2.89288,0)","(1.44644,1.39405)","(-0.463648,1.21018)"
4,1.5,0.5,0,"(-2.89288,0)","(1.44644,1.39405)","(-1.5708,0.405465)"
4,1.5,0,6,"(-3.14159,0)","(1.5708,1.38629)","(-0.244979,1.82207)"
4.5,2.5,3.5,1.5,"(-1.81951,0)","(0.909753,1.74062)","(-1.03038,1.07003)"
4,1.5,2,3.5,"(-2.2143,0)","(1.10715,1.49787)","(-0.404892,1.33707)"
4,1.5,0,4,"(-3.14159,0)","(1.5708,1.38629)","(-0.358771,1.45208)"
2.5,5.5,5,0.5,"(-0.927295,0)","(0.463648,1.72101)","(-1.48014,1.70886)"
4,1.5,0,2.5,"(-3.14159,0)","(1.5708,1.38629)","(-0.54042,1.07003)"
4,1.5,0,2,"(-3.14159,0)","(1.5708,1.38629)","(-0.643501,0.916291)"
5,1,6,6,"(-1.38948,0)","(0.694738,2.05544)","(-0.165149,1.80546)"
4,1.5,0,1,"(-3.14159,0)","(1.5708,1.38629)","(-0.982794,0.589327)"
4,1.5,0,0.5,"(-3.14159,0)","(1.5708,1.38629)","(-1.24905,0.458145)"
5.5,3,2.5,6,"(-2.28834,0)","(1.14417,1.79866)","(-0.463648,1.90333)"
4,1,6,6,"(-1.17601,0)","(0.588003,1.97562)","(-0.165149,1.80546)"
1,3,1,4,"(-1.5708,0)","(0.785398,0.346574)","(-0.643501,1.60944)"
5,6,4,6,"(-1.79211,-1.11022e-16)","(0.896055,1.85679)","(-0.785398,2.13833)"
5.5,2.5,2,6,"(-2.44405,-1.11022e-16)","(1.22203,1.76684)","(-0.394791,1.8718)"
4,1,6,5,"(-1.17601,0)","(0.588003,1.97562)","(-0.197396,1.62905)"
4,1,6,3.5,"(-1.17601,0)","(0.588003,1.97562)","(-0.2783,1.292)"
4,1,6,3,"(-1.17601,0)","(0.588003,1.97562)","(-0.321751,1.15129)"
5.5,1.5,3,0.5,"(-2.1429,0)","(1.07145,1.83498)","(-1.24905,0.458145)"
4,1,3,5.5,"(-1.85459,0)","(0.927295,1.60944)","(-0.179853,1.72101)"
5,5.5,2,0,"(-2.38058,0)","(1.19029,1.68365)","(-1.5708,1.70475)"
4,1,6,2,"(-1.17601,0)","(0.588003,1.97562)","(-0.463648,0.804719)"
6,1,0.5,3.5,"(-2.97531,0)","(1.48766,1.79522)","(-0.2783,1.292)"
4,1,6,1.5,"(-1.17601,0)","(0.588003,1.97562)","(-0.588003,0.589327)"
4,1,6,0.5,"(-1.17601,0)","(0.588003,1.97562)","(-1.10715,0.111572)"
4,1,5.5,5.5,"(-1.25759,0)","(0.628796,1.91703)","(-0.179853,1.72101)"
4,1,5.5,4.5,"(-1.25759,0)","(0.628796,1.91703)","(-0.218669,1.52818)"
1,1,5.5,2.5,"(-0.359707,0)","(0.179853,1.72101)","(-0.380506,0.990501)"
4,1,5.5,3,"(-1.25759,0)","(0.628796,1.91703)","(-0.321751,1.15129)"
3,4,4.5,0.5,"(-1.17601,0)","(0.588003,1.68794)","(-1.44644,1.39405)"
4,1,5.5,2.5,"(-1.25759,0)","(0.628796,1.91703)","(-0.380506,0.990501)"
4,1,5.5,2,"(-1.25759,0)","(0.628796,1.91703)","(-0.463648,0.804719)"
4,1,5.5,1.5,"(-1.25759,0)","(0.628796,1.91703)","(-0.588003,0.589327)"
4,1,5,6,"(-1.34948,-1.11022e-16)","(0.674741,1.85679)","(-0.165149,1.80546)"
4,1,5,5.5,"(-1.34948,-1.11022e-16)","(0.674741,1.85679)","(-0.179853,1.72101)"
1.5,5,4.5,5.5,"(-0.643501,0)","(0.321751,1.55676)","(-0.737815,2.00593)"
0.5,0.5,3,4.5,"(-0.330297,0)","(0.165149,1.11231)","(-0.110657,1.51021)"
4,1,5,3.5,"(-1.34948,-1.11022e-16)","(0.674741,1.85679)","(-0.2783,1.292)"
5,2.5,3,4,"(-2.06075,0)","(1.03038,1.76318)","(-0.558599,1.55117)"
3.5,4,3.5,4,"(-1.5708,0)","(0.785398,1.59934)","(-0.785398,1.73287)"
4,1,5,3,"(-1.34948,-1.11022e-16)","(0.674741,1.85679)","(-0.321751,1.15129)"
4,1,5,0,"(-1.34948,-1.11022e-16)","(0.674741,1.85679)","(-1.5708,0)"
4,1,4.5,5.5,"(-1.45328,0)","(0.726642,1.79522)","(-0.179853,1.72101)"
3.5,0,2,0.5,"(-2.1033,0)","(1.05165,1.39405)","(-0,-0.693147)"
4,1,4.5,4,"(-1.45328,0)","(0.726642,1.79522)","(-0.244979,1.41661)"
4,1,4.5,3.5,"(-1.45328,0)","(0.726642,1.79522)","(-0.2783,1.292)"
2,5,2.5,1.5,"(-1.34948,-1.11022e-16)","(0.674741,1.16364)","(-1.27934,1.65253)"
4,1,4.5,3,"(-1.45328,0)","(0.726642,1.79522)","(-0.321751,1.15129)"
5,2,0.5,0,"(-2.94226,-1.11022e-16)","(1.47113,1.61441)","(-1.5708,0.693147)"
0.5,4,5,0.5,"(-0.199337,-1.11022e-16)","(0.0996687,1.61441)","(-1.44644,1.39405)"
4,5,5,5,"(-1.34948,-1.11022e-16)","(0.674741,1.85679)","(-0.785398,1.95601)"
4,1.5,0,4.5,"(-3.14159,0)","(1.5708,1.38629)","(-0.321751,1.55676)"
4,1,4.5,0.5,"(-1.45328,0)","(0.726642,1.79522)","(-1.10715,0.111572)"
4,1,4,6,"(-1.5708,0)","(0.785398,1.73287)","(-0.165149,1.80546)"
4,1,4,5.5,"(-1.5708,0)","(0.785398,1.73287)","(-0.179853,1.72101)"
5.5,3,1.5,2,"(-2.60909,0)","(1.30454,1.74062)","(-0.982794,1.28247)"
6,0,2,1.5,"(-2.49809,0)","(1.24905,1.84444)","(0,0.405465)"
0,5,5,1.5,"(0,0)","(0,1.60944)","(-1.27934,1.65253)"
3.5,2,2.5,4,"(-1.90109,0)","(0.950547,1.45889)","(-0.463648,1.49787)"
4,1,0,0.5,"(-3.14159,0)","(1.5708,1.38629)","(-1.10715,0.111572)"
4,1,4,5,"(-1.5708,0)","(0.785398,1.73287)","(-0.197396,1.62905)"
4,1,4,4,"(-1.5708,0)","(0.785398,1.73287)","(-0.244979,1.41661)"
4,1,4,3.5,"(-1.5708,0)","(0.785398,1.73287)","(-0.2783,1.292)"
6,3.5,1.5,0,"(-2.65164,0)","(1.32582,1.82207)","(-1.5708,1.25276)"
4.5,5,5,2.5,"(-1.46563,0)","(0.732815,1.9061)","(-1.10715,1.72101)"
4.5,2.5,1,1,"(-2.70425,0)","(1.35213,1.52818)","(-1.19029,0.990501)"
4,1,4,1.5,"(-1.5708,0)","(0.785398,1.73287)","(-0.588003,0.589327)"
4.5,0,0.5,2,"(-2.92028,-1.11022e-16)","(1.46014,1.51021)","(0,0.693147)"
4,1,4,1,"(-1.5708,0)","(0.785398,1.73287)","(-0.785398,0.346574)"
4,1,4,0.5,"(-1.5708,0)","(0.785398,1.73287)","(-1.10715,0.111572)"
3,0,1.5,0.5,"(-2.2143,0)","(1.10715,1.21018)","(-0,-0.693147)"
5,1,1.5,4.5,"(-2.55868,0)","(1.27934,1.65253)","(-0.218669,1.52818)"
6,3.5,3.5,3,"(-2.08544,-1.11022e-16)","(1.04272,1.9382)","(-0.86217,1.52818)"
4,1,4,0,"(-1.5708,0)","(0.785398,1.73287)","(-1.5708,0)"
3,3.5,1,2.5,"(-2.49809,0)","(1.24905,1.15129)","(-0.950547,1.45889)"
5.5,0.5,3.5,5,"(-2.00813,0)","(1.00407,1.87475)","(-0.0996687,1.61441)"
4,1,3.5,5.5,"(-1.70393,0)","(0.851966,1.67055)","(-0.179853,1.72101)"
5.5,1,1.5,0.5,"(-2.60909,0)","(1.30454,1.74062)","(-1.10715,0.111572)"
4,1,3.5,5,"(-1.70393,0)","(0.851966,1.67055)","(-0.197396,1.62905)"
4,1,3.5,3,"(-1.70393,0)","(0.851966,1.67055)","(-0.321751,1.15129)"
4,1,3.5,2.5,"(-1.70393,0)","(0.851966,1.67055)","(-0.380506,0.990501)"
4,1,3.5,1.5,"(-1.70393,0)","(0.851966,1.67055)","(-0.588003,0.589327)"
4,1,3.5,0,"(-1.70393,0)","(0.851966,1.67055)","(-1.5708,0)"
4,1,3,5,"(-1.85459,0)","(0.927295,1.60944)","(-0.197396,1.62905)"
4,1,3,4,"(-1.85459,0)","(0.927295,1.60944)","(-0.244979,1.41661)"
4,1,3,3.5,"(-1.85459,0)","(0.927295,1.60944)","(-0.2783,1.292)"
4,0,5.5,6,"(-1.25759,0)","(0.628796,1.91703)","(0,1.79176)"
4,1,3,3,"(-1.85459,0)","(0.927295,1.60944)","(-0.321751,1.15129)"
5,0,2.5,5.5,"(-2.2143,0)","(1.10715,1.72101)","(0,1.70475)"
4,1,3,2.5,"(-1.85459,0)","(0.927295,1.60944)","(-0.380506,0.990501)"
5,2.5,1.5,3,"(-2.55868,0)","(1.27934,1.65253)","(-0.694738,1.36229)"
4,1,3,0.5,"(-1.85459,0)","(0.927295,1.60944)","(-1.10715,0.111572)"
4.5,5.5,2,2.5,"(-2.30514,0)","(1.15257,1.59421)","(-1.14417,1.79866)"
4,3,5.5,1.5,"(-1.25759,0)","(0.628796,1.91703)","(-1.10715,1.21018)"
4,1,2.5,5.5,"(-2.02439,0)","(1.0122,1.55117)","(-0.179853,1.72101)"
2,5.5,5.5,1.5,"(-0.697542,-1.11022e-16)","(0.348771,1.76684)","(-1.30454,1.74062)"
1.5,6,1,4,"(-1.96559,0)","(0.982794,0.589327)","(-0.982794,1.97562)"
4,1,2.5,4.5,"(-2.02439,0)","(1.0122,1.55117)","(-0.218669,1.52818)"
4,1,2.5,4,"(-2.02439,0)","(1.0122,1.55117)","(-0.244979,1.41661)"
5,0.5,2.5,0.5,"(-2.2143,0)","(1.10715,1.72101)","(-0.785398,-0.346574)"
4,1,2.5,3.5,"(-2.02439,0)","(1.0122,1.55117)","(-0.2783,1.292)"
5,6,3,0,"(-2.06075,0)","(1.03038,1.76318)","(-1.5708,1.79176)"
4,1,2.5,1.5,"(-2.02439,0)","(1.0122,1.55117)","(-0.588003,0.589327)"
4,1,2.5,1,"(-2.02439,0)","(1.0122,1.55117)","(-0.785398,0.346574)"
4,1,2,5.5,"(-2.2143,0)","(1.10715,1.49787)","(-0.179853,1.72101)"
1,2,2.5,2,"(-0.761013,0)","(0.380506,0.990501)","(-0.785398,1.03972)"
4,1,2,2,"(-2.2143,0)","(1.10715,1.49787)","(-0.463648,0.804719)"
4,3.5,5.5,3.5,"(-1.25759,0)","(0.628796,1.91703)","(-0.785398,1.59934)"
2,4.5,3,0,"(-1.17601,0)","(0.588003,1.28247)","(-1.5708,1.50408)"
4,1,2,1.5,"(-2.2143,0)","(1.10715,1.49787)","(-0.588003,0.589327)"
2,4,4.5,5,"(-0.836449,0)","(0.418224,1.59421)","(-0.674741,1.85679)"
4,1,2,1,"(-2.2143,0)","(1.10715,1.49787)","(-0.785398,0.346574)"
4,1,2,0,"(-2.2143,0)","(1.10715,1.49787)","(-1.5708,0)"
1.5,5.5,4,2,"(-0.717541,0)","(0.358771,1.45208)","(-1.22203,1.76684)"
5,0,5.5,1,"(-1.47563,0)","(0.737815,2.00593)","(0,0)"
4,1,1.5,5,"(-2.42405,0)","(1.21203,1.45208)","(-0.197396,1.62905)"
1,1,0.5,5,"(-2.2143,0)","(1.10715,0.111572)","(-0.197396,1.62905)"
0,4,1,6,"(0,0)","(0,0)","(-0.588003,1.97562)"
1,2,3,3.5,"(-0.643501,0)","(0.321751,1.15129)","(-0.519146,1.39405)"
5,1,1,2.5,"(-2.7468,0)","(1.3734,1.62905)","(-0.380506,0.990501)"
4,1,1.5,4.5,"(-2.42405,0)","(1.21203,1.45208)","(-0.218669,1.52818)"
4,1,1.5,3.5,"(-2.42405,0)","(1.21203,1.45208)","(-0.2783,1.292)"
4,5,1.5,3,"(-2.42405,0)","(1.21203,1.45208)","(-1.03038,1.76318)"
6,3,3.5,2.5,"(-2.08544,-1.11022e-16)","(1.04272,1.9382)","(-0.876058,1.36229)"
5.5,4.5,4,4.5,"(-1.884,0)","(0.942,1.91703)","(-0.785398,1.85065)"
4,1,1.5,2,"(-2.42405,0)","(1.21203,1.45208)","(-0.463648,0.804719)"
5.5,0.5,2.5,4,"(-2.28834,0)","(1.14417,1.79866)","(-0.124355,1.39405)"
4,1.5,5.5,5,"(-1.25759,0)","(0.628796,1.91703)","(-0.291457,1.65253)"
4,1,1,6,"(-2.65164,0)","(1.32582,1.41661)","(-0.165149,1.80546)"
4,3,5,2.5,"(-1.34948,-1.11022e-16)","(0.674741,1.85679)","(-0.876058,1.36229)"
4,1,1,5.5,"(-2.65164,0)","(1.32582,1.41661)","(-0.179853,1.72101)"
5.5,5.5,3.5,1,"(-2.00813,0)","(1.00407,1.87475)","(-1.39094,1.72101)"
5.5,4.5,1.5,0.5,"(-2.60909,0)","(1.30454,1.74062)","(-1.46014,1.51021)"
4,1,1,2.5,"(-2.65164,0)","(1.32582,1.41661)","(-0.380506,0.990501)"
5.5,4.5,3,6,"(-2.1429,0)","(1.07145,1.83498)","(-0.643501,2.0149)"
4,1,1,1.5,"(-2.65164,0)","(1.32582,1.41661)","(-0.588003,0.589327)"
4,1,1,0,"(-2.65164,0)","(1.32582,1.41661)","(-1.5708,0)"
4,1,0.5,6,"(-2.89288,0)","(1.44644,1.39405)","(-0.165149,1.80546)"
4,1,0.5,4.5,"(-2.89288,0)","(1.44644,1.39405)","(-0.218669,1.52818)"
4,1,0.5,3.5,"(-2.89288,0)","(1.44644,1.39405)","(-0.2783,1.292)"
5.5,5.5,0.5,5.5,"(-2.96027,0)","(1.48014,1.70886)","(-0.785398,2.05132)"
4,1,0.5,0.5,"(-2.89288,0)","(1.44644,1.39405)","(-1.10715,0.111572)"
5,1,0,2,"(-3.14159,0)","(1.5708,1.60944)","(-0.463648,0.804719)"
0,5,0.5,5,"(0,0)","(0,-0.693147)","(-0.785398,1.95601)"
4,1,0,5,"(-3.14159,0)","(1.5708,1.38629)","(-0.197396,1.62905)"
